Time_min,Media Port,PR North,PR East,Boyawan,Dijing Huayuan
115.0,5.002050137602324e-28,5.4602959975238e-29,2.3820886847674573e-29,7.657319861528668e-28,3.1776503067101045e-29
115.5,3.816223582780189e-28,4.205840864123938e-29,1.8386343061357958e-29,5.835497290503402e-28,2.4529295563435562e-29
116.0,2.9106340693231587e-28,3.238341461517282e-29,1.4185999803941367e-29,4.445807802246687e-28,1.892724168658988e-29
116.5,2.2192751055955306e-28,2.4924573201084707e-29,1.094092130203531e-29,3.3860773881689094e-28,1.4598731633493963e-29
117.0,1.691632769330423e-28,1.9176537899421697e-29,8.434888639291494e-30,2.5782088004852367e-28,1.1255653059508352e-29
117.5,1.2890628816809635e-28,1.4748644925014967e-29,6.500375591009743e-30,1.9625281908729874e-28,8.674735456136748e-30
118.0,9.820120246011745e-29,1.1339019664525837e-29,5.007642030390498e-30,1.4934541863133314e-28,6.683037610974821e-30
118.5,7.478866703824616e-29,8.714497745259375e-30,3.856256227996095e-30,1.1361812943346177e-28,5.146663993801267e-30
119.0,5.694198907173365e-29,6.695062582125503e-30,2.9685084669738153e-30,8.641410089828945e-29,3.961996212518961e-30
119.5,4.334199233762444e-29,5.1417892748343614e-30,2.284296587377478e-30,6.570589604172447e-29,3.048882425850932e-30
